City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
264,Chifeng,CN,2021-02-06 03:49:29,42.2683,118.9636,268.97,91,0,5.49
265,Castle Rock,US,2021-02-06 03:46:14,39.3722,-104.8561,273.15,49,81,2.05
266,Olafsvik,IS,2021-02-06 03:49:29,64.8945,-23.7142,276.46,76,100,9.84
267,Libreville,GA,2021-02-06 03:47:09,0.3925,9.4537,299.15,100,40,1.03
268,Codrington,AU,2021-02-06 03:46:38,-38.2667,141.9667,293.32,54,29,5.41
269,Coihueco,CL,2021-02-06 03:47:19,-36.6167,-71.8333,289.15,88,0,4.12
270,Shubarshi,KZ,2021-02-06 03:49:30,48.5872,57.1869,274.05,94,100,4.62
271,Fukuchiyama,JP,2021-02-06 03:49:30,35.3,135.1167,286.15,50,20,1.54
272,Bajil,YE,2021-02-06 03:49:30,15.0584,43.2851,294.59,74,1,1.98
273,Suez,EG,2021-02-06 03:49:30,29.9737,32.5263,287.43,84,74,2.64
274,Najran,SA,2021-02-06 03:49:30,17.4924,44.1277,292.15,34,0,2.57
275,Monterey,US,2021-02-06 03:49:30,36.2505,-121.2516,284.15,87,1,2.06
276,Kaeo,NZ,2021-02-06 03:49:30,-35.1,173.7833,295.93,67,100,4.02
277,Vaitape,PF,2021-02-06 03:49:30,-16.5167,-151.75,300.77,64,1,1.98
278,Brae,GB,2021-02-06 03:49:30,60.3964,-1.353,274.15,51,90,9.77
279,Great Yarmouth,GB,2021-02-06 03:49:31,52.6083,1.7305,279.82,93,90,1.03
280,Gasa,PS,2021-02-06 03:49:31,31.5,34.4667,286.48,100,15,2.8
281,Vila Do Maio,CV,2021-02-06 03:49:31,15.1333,-23.2167,293.15,68,75,8.75
282,Manzhouli,CN,2021-02-06 03:48:18,49.6,117.4333,255.5,88,2,3.89
283,Iqaluit,CA,2021-02-06 03:49:31,63.7506,-68.5145,267.15,79,75,5.66
284,Hokitika,NZ,2021-02-06 03:49:31,-42.7167,170.9667,291.55,68,78,2.64
285,Buraydah,SA,2021-02-06 03:45:33,26.326,43.975,285.15,100,75,2.06
286,Esperance,AU,2021-02-06 03:45:30,-33.8667,121.9,290.15,88,40,3.09
287,Ancud,CL,2021-02-06 03:48:59,-41.8697,-73.8203,291.15,63,0,2.57
288,Nioro,GM,2021-02-06 03:49:31,13.35,-15.75,291.81,53,95,4.43
289,Soltsy,RU,2021-02-06 03:49:32,58.1239,30.3238,256.23,92,94,3.45
290,Mackay,AU,2021-02-06 03:48:00,-21.15,149.2,303.15,66,39,6.69
291,Faya,SA,2021-02-06 03:48:48,18.3851,42.4509,284.15,81,20,5.14
292,Moranbah,AU,2021-02-06 03:49:32,-22.0016,148.0466,307.02,35,86,1.65
293,Karratha,AU,2021-02-06 03:45:17,-20.7377,116.8463,302.39,62,43,6.28
294,Makakilo City,US,2021-02-06 03:49:32,21.3469,-158.0858,297.15,46,1,6.69
